fdcId,portion,g_weight
173396,3 oz,85.05
173397,3 oz,85.05
173398,3 oz,85.05
173399,3 oz,85.05
173400,3 oz,85.05
173401,3 oz,85.05
173402,3 oz,85.05
173403,3 oz,85.05
173404,3 oz,85.05
173405,3 oz,85.05
173406,3 oz,85.05
173407,3 oz,85.05
173408,3 oz,85.05
173409,3 oz,85.05
173965,3 oz,85.05
173966,3 oz,85.05
173969,3 oz,85.05
173970,3 oz,85.05
173971,3 oz,85.05
173972,3 oz,85.05
173973,3 oz,85.05
173974,3 oz,85.05
173975,3 oz,85.05
173976,3 oz,85.05
173977,3 oz,85.05
173978,3 oz,85.05
173979,3 oz,85.05
173980,3 oz,85.05
173981,3 oz,85.05
173982,3 oz,85.05
173983,3 oz,85.05
173984,3 oz,85.05
173985,3 oz,85.05
173986,3 oz,85.05
173987,3 oz,85.05
173988,3 oz,85.05
173989,3 oz,85.05
173990,3 oz,85.05
173991,3 oz,85.05
173992,3 oz,85.05
173993,3 oz,85.05
173994,3 oz,85.05
173995,3 oz,85.05
173996,3 oz,85.05
173997,3 oz,85.05
173998,3 oz,85.05
173999,3 oz,85.05
174000,3 oz,85.05
174001,3 oz,85.05
174002,3 oz,85.05
174003,3 oz,85.05
174004,3 oz,85.05
174005,3 oz,85.05
174006,3 oz,85.05
174007,3 oz,85.05
174008,3 oz,85.05
174009,3 oz,85.05
174010,3 oz,85.05
174011,3 oz,85.05
174012,3 oz,85.05
174013,3 oz,85.05
174014,3 oz,85.05
174015,3 oz,85.05
174016,3 oz,85.05
174017,3 oz,85.05
174018,3 oz,85.05
174019,3 oz,85.05
174020,3 oz,85.05
174021,3 oz,85.05
174022,3 oz,85.05
174023,3 oz,85.05
174024,3 oz,85.05
174025,3 oz,85.05
174026,3 oz,85.05
174027,3 oz,85.05
174028,3 oz,85.05
174029,3 oz,85.05
174030,3 oz,85.05
174031,3 oz,85.05
174032,3 oz,85.05
174033,3 oz,85.05
174034,3 oz,85.05
174035,3 oz,85.05
174036,3 oz,85.05
174037,3 oz,85.05
174038,3 oz,85.05
174039,3 oz,85.05
174040,3 oz,85.05
174041,3 oz,85.05
174042,3 oz,85.05
174043,3 oz,85.05
174044,3 oz,85.05
174045,3 oz,85.05
174046,3 oz,85.05
174047,3 oz,85.05
174048,3 oz,85.05
174049,3 oz,85.05
174050,3 oz,85.05
174051,3 oz,85.05
174052,3 oz,85.05
174053,3 oz,85.05
174054,3 oz,85.05
174055,3 oz,85.05
174056,3 oz,85.05
174057,3 oz,85.05
174058,3 oz,85.05
174059,3 oz,85.05
174060,3 oz,85.05
174061,3 oz,85.05
174688,3 oz,85.05
174689,3 oz,85.05
174690,3 oz,85.05
174691,3 oz,85.05
174692,3 oz,85.05
174693,3 oz,85.05
174694,3 oz,85.05
174695,3 oz,85.05
174696,3 oz,85.05
174697,3 oz,85.05
174698,3 oz,85.05
174699,3 oz,85.05
174700,3 oz,85.05
174701,3 oz,85.05
174702,3 oz,85.05
174703,3 oz,85.05
174704,3 oz,85.05
174705,3 oz,85.05
174706,3 oz,85.05
174707,3 oz,85.05
174708,3 oz,85.05
174709,3 oz,85.05
174710,3 oz,85.05
174711,3 oz,85.05
174712,3 oz,85.05
174713,3 oz,85.05
174714,3 oz,85.05
174715,3 oz,85.05
174716,3 oz,85.05
174717,3 oz,85.05
174718,3 oz,85.05
174719,3 oz,85.05
174720,3 oz,85.05
174721,3 oz,85.05
174722,3 oz,85.05
174723,3 oz,85.05
174724,3 oz,85.05
174725,3 oz,85.05
174726,3 oz,85.05
174727,3 oz,85.05
174728,3 oz,85.05
174729,3 oz,85.05
174730,3 oz,85.05
174731,3 oz,85.05
174732,3 oz,85.05
174733,3 oz,85.05
174734,3 oz,85.05
174735,3 oz,85.05
174736,3 oz,85.05
174737,3 oz,85.05
174738,3 oz,85.05
174739,3 oz,85.05
174740,3 oz,85.05
174741,3 oz,85.05
174742,3 oz,85.05
174743,3 oz,85.05
174744,3 oz,85.05
174745,3 oz,85.05
174746,3 oz,85.05
174747,3 oz,85.05
174748,3 oz,85.05
174749,3 oz,85.05
174750,3 oz,85.05
174751,3 oz,85.05
174752,3 oz,85.05
174753,3 oz,85.05
174754,3 oz,85.05
174755,3 oz,85.05
174756,3 oz,85.05
174757,3 oz,85.05
174758,3 oz,85.05
174759,3 oz,85.05
174760,3 oz,85.05
174761,3 oz,85.05
174762,3 oz,85.05
174763,3 oz,85.05
174764,3 oz,85.05
174765,3 oz,85.05
174766,3 oz,85.05
174767,3 oz,85.05
174768,3 oz,85.05
174770,3 oz,85.05
174771,3 oz,85.05
174772,3 oz,85.05
174773,3 oz,85.05
174774,3 oz,85.05
174775,3 oz,85.05
174776,3 oz,85.05
174777,3 oz,85.05
168746,1 can,356
168749,1 can,356
171869,12 fl oz,366
171879,1 cup,266
171882,1 can,166
171889,1 cup,237
171890,1 cup,237
171893,1 packet,2
171897,1 tsp,1.8
171904,1 cup,237
171905,1 cup,272
171918,1 serving,23
171919,1 jigger,42
171920,1 jigger,42
171939,1 can,391
173168,1 jigger,50
173181,1 scoop,45
173199,12 fl oz,371
173203,12 fl oz,372
173209,12 fl oz,368
173221,1 cup,265
173226,10 fl oz,208
173227,1 cup (8 fl oz),237
173233,1 cup (8 fl oz),237
173234,1 cup (8 fl oz),237
173648,6 fl oz,185
173663,1 fl oz,27.8
173664,1 fl oz,27.8
174115,1 cup (8 fl oz),256
174118,1 cup (8 fl oz),282
174133,1 tsp,1.8
174155,6 fl oz,178
174815,1 jigger,42
174817,1 jigger,42
174818,1 jigger,42
174820,1 cup (8 fl oz),240
174842,1 can (12 fl oz),355
174854,1 can (12 fl oz),372
174867,1 cup (8 fl oz),265
174870,1 cup (8 fl oz),266
174871,1 cup (8 fl oz),237
175098,1 fl oz,31.1
175100,1 fl oz,36.6
175102,16 fl oz,376
168138,0.75 cup,30
171646,1 cup,122
171650,1 cup,59
171654,0.25 cup,39
171655,1 cup,257
171657,3 tbsp,33
171658,3 tbsp,33
171659,1 cup,240
171660,3 tbsp,33
171661,1 packet,28
171662,"1 cup, cooked",234
171670,1 cup,156
171671,1 cup,257
171672,1 cup,233
171673,1 cup,233
173002,0.75 cup,29
173003,1 cup,30
173008,1 cup,244
173009,1 cup,244
173010,3 tbsp,33
173011,1 cup,244
173012,1 cup,244
173887,1.25 cup,33
173893,1 cup,28
173896,1 cup,113
173897,1 cup,219
173900,0.25 cup,45
173901,3 tbsp,33
173902,0.75 cup,181
173904,0.33 cup,27
173905,0.75 cup,175
173910,2 biscuits,47
173912,1 cup,14
173913,1 cup,12
173914,0.75 cup,183
173915,1 cup,251
173916,1 cup,176
173917,1 cup,233
174643,0.75 cup,27
174648,1 cup,28
174649,1 cup,29
174655,3 tbsp,33
174656,1 tbsp,8.9
168867,1/4 cup,30.5
168868,1/4 cup,30.5
168869,1/4 cup,30.5
168871,1/4 cup,46.25
168872,1/4 cup,48.25
168873,1/4 cup,46.25
168874,1/4 cup,48.25
168875,1/4 cup,46.25
168877,1/4 cup,48.25
168878,1/4 cup,46.25
168879,1/4 cup,48.25
168880,1/4 cup,46.25
168881,1/4 cup,48.25
168882,1/4 cup,46.25
168883,1/4 cup,48.25
168884,1/4 cup,48.25
168885,1/4 cup,31.25
168886,1/4 cup,31.25
168887,1/4 cup,31.25
168888,1/4 cup,31.25
168889,1/4 cup,48.25
168890,1/4 cup,48.25
168892,1/4 cup,48.25
168893,1/4 cup,31.25
168894,1/4 cup,31.25
168895,1/4 cup,31.25
168896,1/4 cup,31.25
168897,1/4 cup,46.25
168898,1/4 cup,31.25
168899,2 oz,57
168900,3 oz,85.05
168901,3 oz,85.05
168902,3 oz,85.05
168903,2 oz,57
168904,3 oz,85.05
168906,2 oz,57
168907,3 oz,85.05
168908,2 oz,57
168909,3 oz,85.05
168910,3 oz,85.05
168911,2 oz,57
168912,3 oz,85.05
168913,1/4 cup,31.25
168914,3 oz,85.05
168917,1/4 cup,46.25
168918,1/4 cup,46.25
168919,3 oz,85.05
168920,1/4 cup,48.25
168922,1/4 cup,30.5
168923,1/4 cup,30.5
168924,1/4 cup,30.5
168926,3 oz,85.05
168927,2 oz,57
168928,3 oz,85.05
168929,1/4 cup,30.5
168930,1/4 cup,46.25
168931,1/4 cup,48.25
168932,1/4 cup,46.25
168933,1/4 cup,48.25
168934,3 oz,85.05
168935,1/4 cup,46.25
168936,1/4 cup,31.25
168937,2 oz,57
168938,1/4 cup,31.25
168939,1/4 cup,31.25
168940,1/4 cup,31.25
168941,1/4 cup,31.25
168942,1/4 cup,31.25
168943,1/4 cup,31.25
169694,1/4 cup,31.25
169696,1/4 cup,31.25
169697,1/4 cup,30.5
169698,1 cup,128
169699,1/4 cup,48.25
169700,1/4 cup,46.25
169701,1 cup,165
169702,1/4 cup,48.25
169703,1/4 cup,48.25
169704,1/4 cup,46.25
169705,1/4 cup,48.25
169706,1/4 cup,48.25
169707,1/4 cup,48.25
169708,1/4 cup,46.25
169709,1/4 cup,48.25
169710,1/4 cup,48.25
169711,1/4 cup,46.25
169713,1/4 cup,48.25
169714,1/4 cup,31.25
169715,1/4 cup,48.25
169716,1/4 cup,48.25
169717,1/4 cup,38
169718,1/4 cup,48.25
169721,1/4 cup,48.25
169722,1/4 cup,48.25
169723,1/4 cup,31.25
169724,1/4 cup,31.25
169725,1/4 cup,48.25
169726,1/4 cup,48.25
169727,3 oz,85.05
169728,3 oz,85.05
169729,3 oz,85.05
169730,3 oz,85.05
169731,2 oz,57
169732,3 oz,85.05
169733,2 oz,57
169734,3 oz,85.05
169736,2 oz,57
169737,3 oz,85.05
169739,1/4 cup,31.25
169740,1/4 cup,31.25
169742,2 oz,57
169743,1/4 cup,48.25
169744,1/4 cup,46.25
169745,1/4 cup,48.25
169747,1/4 cup,48.25
169748,1/4 cup,31.25
169749,1/4 cup,31.25
169750,1/4 cup,30.5
169751,3 oz,85.05
169752,1 cup,165
169753,1/4 cup,46.25
169754,1/4 cup,31.25
169755,3 oz,85.05
169756,1/4 cup,48.25
169757,1/4 cup,46.25
169758,1/4 cup,48.25
169759,1/4 cup,46.25
169760,1/4 cup,48.25
169761,1/4 cup,31.25
169762,3 oz,85.05
170283,1/4 cup,48.25
170284,1/4 cup,48.25
170285,1/4 cup,46.25
170286,1/4 cup,48.25
170287,1/4 cup,46.25
170288,1/4 cup,48.25
170290,1/4 cup,31.25
170682,1/4 cup,48.25
170684,1/4 cup,31.25
170685,1/4 cup,48.25
170686,1/4 cup,46.25
170687,1/4 cup,31.25
170688,1/4 cup,48.25
172014,3 oz,85.05
172015,1/4 cup,30.5
172016,1/4 cup,31.25
172017,1/4 cup,31.25
172018,1/4 cup,31.25
172019,1/4 cup,31.25
172020,1/4 cup,31.25
172021,1/4 cup,31.25
172022,1/4 cup,31.25
172023,1/4 cup,31.25
172026,3 oz,85.05
172027,3 oz,85.05
173265,3 oz,85.05
167697,1 cup,244
169078,4 oz,113
169079,1 oz,28.35
169898,1 cup,245
170843,1 oz,28.35
170844,1 oz,28.35
170845,1 oz,28.35
170846,1 oz,28.35
170847,1 oz,28.35
170848,1 oz,28.35
170849,1 oz,28.35
170850,1 oz,28.35
170852,1 oz,28.35
170853,1 oz,28.35
170854,1 oz,28.35
170855,1 oz,28.35
170856,1 oz,28.35
170857,2 tbsp,30
170858,2 tbsp,30
170859,2 tbsp,30
170860,2 tbsp,30
170861,1 cup,244
170862,1 cup,244
170864,1 cup,245
170865,2 tbsp,8
170866,2 tbsp,8
170867,2 tbsp,8
170868,2 tbsp,8
170869,2 tbsp,30
170870,1 cup,244
170871,1 cup,244
170872,1 cup,244
170873,1 cup,244
170874,1 cup,244
170875,1 cup,244
170876,1/4 cup,32
170877,1/4 cup,32
170878,1 cup,244
170879,1 cup,244
170880,1 cup,244
170881,1 cup,244
170882,1 cup,244
170883,1 container (10.6 oz),300
170884,1 container (11 oz),313
170885,1 cup,246
170886,1 cup,245
170887,1 cup,245
170888,1 cup,245
170889,1 cup,245
170891,1 cup,245
170893,1 egg,61
170895,1 tbsp,5
170899,1 oz,28.35
170900,1 oz,28.35
170901,1 cup,245
170902,1 cup,245
170903,1 cup,245
170906,1 cup,245
170909,1 cup,245
170912,1 cup,245
170913,1 cup,245
170914,1 cup,245
170915,1 cup,245
170916,1 cup,245
171240,1 oz,28.35
171241,1 oz,28.35
171242,1 oz,28.35
171243,1 oz,28.35
171244,1 oz,28.35
171245,1 oz,28.35
171246,1 oz,28.35
171247,1 oz,28.35
171248,0.25 cup,62
171249,1 oz,28.35
171250,1 oz,28.35
171251,1 oz,28.35
171252,1 oz,28.35
171253,1 oz,28.35
171254,"1 slice, thin",14
171255,2 tbsp,30
171256,2 tbsp,30
171257,2 tbsp,30
171258,1 cup,254
171259,2 tbsp,24
171260,1 cup,245
171261,2 tbsp,30
171262,2 tbsp,30
171263,2 tbsp,30
171264,1 cup,246
171265,1 cup,244
171266,1 cup,244
171267,1 cup,244
171268,1 cup,244
171269,1 cup,244
171270,1 cup,244
171271,1 cup,244
171272,0.25 cup,32
171273,0.25 cup,32
171274,0.25 cup,32
171275,0.25 cup,76.5
171276,0.5 cup,126
171277,1 cup,244
171278,1 cup,244
171279,1 cup,244
171280,1 cup,244
171281,1 cup,2.9
171282,1 cup,246
171283,1 cup,2.9
171284,1 cup,245
171285,1 cup,245
171286,1 cup,245
171287,1 egg,61
171288,1 oz,28.35
171290,1 oz,28.35
171291,1 oz,28.35
171296,1 cup,245
171300,1 cup,245
171302,1 cup,244
171306,not provided,100
171309,1 cup,245
171310,1 cup,245
171311,1 cup,245
171312,1 cup,245
171313,1 cup,245
172175,1 oz,28.35
172176,1 oz,28.35
172177,1 oz,28.35
172178,1 oz,28.35
172179,4 oz,113
172180,4 oz,113
172181,4 oz,113
172182,4 oz,113
172183,1 egg,61
172184,1 egg,61
172185,1 egg,61
172186,1 egg,61
172187,1 egg,61
172188,2 tbsp,13
172189,1 egg,61
172190,1 egg,61
172191,1 egg,61
172192,1 egg,61
172193,1 cup,244
172194,1 cup,244
172195,0.25 cup,32
172196,0.25 cup,32
172197,1 oz,28.35
172198,1 oz,28.35
172199,1 cup,245
172200,0.25 cup,62
172201,1 oz,28.35
172202,1 egg,61
172203,1 egg,61
172204,1 cup,2.9
172205,1 cup,244
172207,1 oz,28.35
172214,2 tbsp,30
172215,1 oz,28.35
172217,1 cup,244
172218,1 cup,245
172219,1 cup,245
172225,1 cup,244
173410,1 tbsp,14.2
173411,1 tbsp,14.2
173412,1 tbsp,12.8
173413,1 oz,28.35
173414,1 oz,28.35
173415,1 oz,28.35
173416,1 oz,28.35
173417,4 oz,113
173418,1 oz,28.35
173419,1 oz,28.35
173420,1 oz,28.35
173421,1 egg,61
173422,1 egg,61
173423,1 egg,61
173424,1 egg,61
173425,2 tbsp,13
173426,1 tbsp,5
173427,1 tbsp,5
173428,1 tbsp,5
173430,1 tbsp,14.2
173431,1 oz,28.35
173432,1 cup,244
173433,1 oz,28.35
173434,1 cup,245
173435,1 oz,28.35
173436,1 egg,61
173437,1 oz,28.35
173438,1 oz,28.35
173439,1 oz,28.35
173440,1 oz,28.35
173441,1 cup,244
173450,1 cup,244
173451,1 cup,245
173452,1 oz,28.35
173453,2 tbsp,30
173454,0.25 cup,32
173456,1 cup,245
173457,1 cup,245
173458,1 cup,245
173462,0.25 cup,60
173465,1/2 cup,107
170291,1 serving,80
170292,1 serving,222
170294,1 sandwich,182
170298,6 inch sub,190
170299,6 inch sub,237
170315,6 inch sub,196
170316,6 inch sub,237
170317,1 serving,81
170322,1 item,236
170323,1 item,117
170324,1 item,129
170325,1 item,310
170326,1 small 12 oz,227
170327,1 medium serving,117
170329,1 item,133
170330,1 sandwich,220
170331,1 sandwich,199
170333,1 taco,102
170334,1 item,248
170335,1 item,248
170336,1 serving,80
170337,1 serving,222
170338,1 strip,53
170339,1 biscuit,49
170340,1 package,112
170341,1 strip,47
170342,1 wing,23
170343,not provided,100
170344,1 breast,121
170345,1 drumstick,41
170346,1 thigh,86
170347,1 wing,60
170348,1 breast,212
170349,1 drumstick,81
170350,not provided,100
170351,1 thigh,83
170352,1 wing,16
170353,1 breast,194
170354,1 drumstick,76
170690,1 sandwich,91
170693,1 sandwich,78
170696,6 inch sub,196
170713,6 inch sub,190
170714,1 serving,139
170722,1 item,218
170723,1 item,230
170724,1 item,225
170727,1 item,291
170728,1 item,316
170729,1 item,374
170730,1 item,399
170731,1 strip,36
170732,1 taco,98
170733,1 item,127
170734,1 burrito,185
170735,1 burrito,241
170736,1 item,533
170737,10 pieces,56
170738,not provided,100
170739,1 breast,152
170740,1 drumstick,40
170741,1 thigh,86
170742,1 thigh,91
170743,1 wing,44
170744,1 breast,212
170745,1 drumstick,75
170746,1 thigh,152
170747,1 wing,68
170748,1 breast,132
170749,1 drumstick,44
170750,1 thigh,138
170751,1 wing,57
170772,1 sandwich,215
170773,1 slice 1/8 pizza,117
170774,1 slice,117
170787,1 burrito,109
172028,1 item,162
172029,1 item,145
172030,1 biscuit,162
172032,1 item,108
172034,1 item,165
172036,1 sundae,153
172038,2 pieces,217
172040,1 slice,96
172041,1 slice,100
172042,1 slice,69
172043,1 slice,70
172044,1 slice,113
172045,1 slice,123
172046,1 slice,151
172047,1 slice,89
172048,1 slice,90
172049,1 slice,115
172050,1 slice,102
172054,1 slice,123
172055,1 slice,136
172063,1 burrito,109
172076,1 item,110
172077,1 stick,21
172078,1 piece,5.6
172079,1 piece,25
172084,1 item,219
172086,1 biscuit,60
172087,1 package,120
172088,1 strip,54
173266,1 biscuit,150
173267,1 biscuit,182
173271,1 sandwich,171
173272,2 eggs,96
173275,1 sundae,155
173276,1 sundae,158
173278,1 burrito,241
173279,1 slice,96
173280,1 slice,96
173281,1 slice,127
173283,1 slice,118
173285,1 slice,123
173286,1 slice,153
173287,1 slice,87
173288,1 slice,104
173289,1 slice,48
173315,1 sandwich,171
173316,1 item,131
173318,1 item,205
173321,1 strip,30
171006,1 tbsp,16
171007,1 tbsp,16
171008,1 tbsp,16
171009,1 tbsp,16
171010,1 tbsp,16
171011,1 tbsp,14
171012,1 tbsp,14
171013,1 tbsp,14
171014,1 tbsp,14
171015,1 tbsp,14
171016,1 tbsp,14
171017,1 tbsp,14
171018,1 tbsp,14
171019,1 tbsp,14
171024,1 tbsp,14
171025,1 tbsp,14
171026,1 tbsp,14
171027,1 tbsp,14
171028,1 tbsp,14
171029,1 tbsp,14
171030,1 tbsp,14
171031,1 tbsp,14
171032,1 tbsp,14
171400,1 tbsp,12.8
171401,1 tbsp,12.8
171402,1 tbsp,16
171403,1 tbsp,16
171404,1 tbsp,16
171405,1 tbsp,16
171406,1 tbsp,16
171407,1 tbsp,16
171408,1 tbsp,16
171409,1 tbsp,16
171410,1 tbsp,14
171411,1 tbsp,14
171412,1 tbsp,14
171413,1 tbsp,14
171416,1 tbsp,14
171417,1 tbsp,14
171421,1 tbsp,14
171422,1 tbsp,14
171423,1 tbsp,14
171424,1 tbsp,14
171425,1 tbsp,14
171427,1 tbsp,14
171428,1 tbsp,14
171429,1 tbsp,14
172327,1 tbsp,14
172328,1 tbsp,14
172329,1 tbsp,12.8
172330,1 tbsp,12.8
172331,1 tbsp,12.8
172332,1 tbsp,12.8
172333,1 tbsp,12.8
172334,1 tbsp,12.8
172335,1 tbsp,14
172361,1 tbsp,14
172362,1 tbsp,14
172363,1 tbsp,14
172364,1 tbsp,14
172365,1 tbsp,14
172366,1 tbsp,14
172367,1 tbsp,14
172368,1 tbsp,14
172370,1 tbsp,14
173563,1 tbsp,14
173564,1 tbsp,12.8
173565,1 tbsp,14
173566,1 tbsp,14
173567,1 tbsp,12.8
173568,1 tbsp,12.8
173569,1 tbsp,12.8
173570,1 tbsp,14
173571,1 tbsp,12.8
173572,1 tbsp,12.8
173594,1 tbsp,14
173595,1 tbsp,14
173596,1 tbsp,14
173597,1 tbsp,14
173598,1 tbsp,14
173600,1 tbsp,14
173601,1 tbsp,14
173602,1 tbsp,14
173603,1 tbsp,14
173604,1 tbsp,14
173607,1 tbsp,12.8
167742,3 oz,85.05
171948,3 oz,85.05
171949,3 oz,85.05
171950,3 oz,85.05
171951,3 oz,85.05
171952,3 oz,85.05
171953,3 oz,85.05
171954,3 oz,85.05
171955,3 oz,85.05
171956,3 oz,85.05
171957,3 oz,85.05
171958,3 oz,85.05
171959,3 oz,85.05
171960,3 oz,85.05
171961,not provided,42
171962,3 oz,85.05
171963,3 oz,85.05
171964,3 oz,85.05
171965,3 oz,85.05
171966,3 oz,85.05
171967,3 oz,85.05
171968,3 oz,85.05
171969,3 oz,85.05
171970,3 oz,85.05
171971,3 oz,85.05
171972,3 oz,85.05
171973,3 oz,85.05
171974,3 oz,85.05
171975,3 oz,85.05
171976,3 oz,85.05
171978,3 oz,85.05
171979,3 oz,85.05
171980,3 oz,85.05
171981,3 oz,85.05
171982,3 oz,85.05
171983,3 oz,85.05
171984,3 oz,85.05
171985,3 oz,85.05
171986,3 oz,85.05
171987,3 oz,85.05
171988,3 oz,85.05
171989,3 oz,85.05
171990,3 oz,85.05
171991,3 oz,85.05
171992,3 oz,85.05
171993,3 oz,85.05
171994,3 oz,85.05
171995,3 oz,85.05
171996,3 oz,85.05
171997,3 oz,85.05
171998,3 oz,85.05
171999,3 oz,85.05
172000,3 oz,85.05
172001,3 oz,85.05
172002,3 oz,85.05
172003,3 oz,85.05
172004,3 oz,85.05
172005,3 oz,85.05
172006,3 oz,85.05
172007,3 oz,85.05
172008,3 oz,85.05
172009,3 oz,85.05
172010,3 oz,85.05
173668,3 oz,85.05
173669,3 oz,85.05
173670,3 oz,85.05
173671,3 oz,85.05
173672,3 oz,85.05
173673,3 oz,85.05
173674,3 oz,85.05
173675,3 oz,85.05
173676,3 oz,85.05
173677,3 oz,85.05
173678,3 oz,85.05
173679,3 oz,85.05
173680,3 oz,85.05
173681,3 oz,85.05
173682,3 oz,85.05
173683,3 oz,85.05
173684,3 oz,85.05
173685,3 oz,85.05
173686,3 oz,85.05
173687,3 oz,85.05
173688,3 oz,85.05
173689,3 oz,85.05
173690,3 oz,85.05
173691,3 oz,85.05
173692,3 oz,85.05
173693,3 oz,85.05
173694,3 oz,85.05
173695,3 oz,85.05
173696,3 oz,85.05
173697,3 oz,85.05
173698,3 oz,85.05
173699,3 oz,85.05
173700,3 oz,85.05
173701,3 oz,85.05
173702,3 oz,85.05
173703,3 oz,85.05
173704,3 oz,85.05
173705,3 oz,85.05
173706,3 oz,85.05
173707,3 oz,85.05
173708,3 oz,85.05
173709,3 oz,85.05
173710,3 oz,85.05
173711,3 oz,85.05
173712,3 oz,85.05
173713,3 oz,85.05
173714,3 oz,85.05
173715,3 oz,85.05
173716,3 oz,85.05
173717,3 oz,85.05
173718,3 oz,85.05
173719,3 oz,85.05
173723,3 oz,85.05
173724,3 oz,85.05
174182,3 oz,85.05
174183,3 oz,85.05
174184,3 oz,85.05
174185,3 oz,85.05
174186,3 oz,85.05
174187,3 oz,85.05
174188,3 oz,85.05
174189,3 oz,85.05
174190,3 oz,85.05
174191,3 oz,85.05
174192,3 oz,85.05
174193,3 oz,85.05
174194,3 oz,85.05
174195,3 oz,85.05
174196,3 oz,85.05
174197,3 oz,85.05
174198,3 oz,85.05
174199,3 oz,85.05
174200,3 oz,85.05
174201,3 oz,85.05
174202,3 oz,85.05
174203,3 oz,85.05
174204,3 oz,85.05
174205,3 oz,85.05
174206,3 oz,85.05
174207,3 oz,85.05
174208,3 oz,85.05
174209,3 oz,85.05
174210,3 oz,85.05
174211,3 oz,85.05
174212,3 oz,85.05
174213,3 oz,85.05
174214,3 oz,85.05
174215,3 oz,85.05
174216,3 oz,85.05
174217,3 oz,85.05
174218,3 oz,85.05
174219,3 oz,85.05
174220,3 oz,85.05
174221,3 oz,85.05
174222,3 oz,85.05
174223,3 oz,85.05
174224,3 oz,85.05
174225,3 oz,85.05
174226,3 oz,85.05
174227,3 oz,85.05
174228,3 oz,85.05
174229,3 oz,85.05
174230,3 oz,85.05
174231,3 oz,85.05
174232,3 oz,85.05
174233,3 oz,85.05
174234,3 oz,85.05
174235,3 oz,85.05
174236,3 oz,85.05
174237,3 oz,85.05
174238,3 oz,85.05
174239,3 oz,85.05
174240,3 oz,85.05
174241,3 oz,85.05
174242,3 oz,85.05
174243,3 oz,85.05
174244,3 oz,85.05
174245,3 oz,85.05
174246,3 oz,85.05
174247,3 oz,85.05
174248,3 oz,85.05
174249,3 oz,85.05
174250,3 oz,85.05
174251,3 oz,85.05
175116,3 oz,85.05
175117,3 oz,85.05
175118,3 oz,85.05
175119,3 oz,85.05
175120,3 oz,85.05
175121,3 oz,85.05
175122,3 oz,85.05
175123,3 oz,85.05
175124,3 oz,85.05
175125,3 oz,85.05
175126,3 oz,85.05
175127,3 oz,85.05
175128,3 oz,85.05
175129,3 oz,85.05
175130,3 oz,85.05
175131,3 oz,85.05
175132,3 oz,85.05
175133,3 oz,85.05
175134,3 oz,85.05
175135,3 oz,85.05
175136,3 oz,85.05
175137,3 oz,85.05
175138,3 oz,85.05
175139,3 oz,85.05
175140,3 oz,85.05
175141,3 oz,85.05
175142,3 oz,85.05
175143,3 oz,85.05
175144,3 oz,85.05
175145,3 oz,85.05
175146,3 oz,85.05
175147,3 oz,85.05
175148,3 oz,85.05
175149,3 oz,85.05
175150,3 oz,85.05
175151,3 oz,85.05
175152,3 oz,85.05
175153,3 oz,85.05
175154,3 oz,85.05
175155,3 oz,85.05
175156,3 oz,85.05
175157,3 oz,85.05
175158,3 oz,85.05
175159,3 oz,85.05
175160,3 oz,85.05
175161,3 oz,85.05
175162,3 oz,85.05
175163,3 oz,85.05
175164,3 oz,85.05
175165,3 oz,85.05
175166,3 oz,85.05
175167,3 oz,85.05
175168,3 oz,85.05
175169,3 oz,85.05
175170,3 oz,85.05
175171,3 oz,85.05
175172,3 oz,85.05
175173,3 oz,85.05
175174,3 oz,85.05
175175,3 oz,85.05
175176,3 oz,85.05
175177,3 oz,85.05
167759,1 cup,148
167760,1 cup,148
167762,1 cup,148
167765,1 cup,148
167772,1/2 cup,123
167773,1/2 cup,123
167776,1 cup,148
167777,1 cup,148
167778,1 cup,148
167779,1 cup,148
167794,1 cup,248
168153,1 cup,148
168156,1 tsp,5
168162,1/4 cup,40
168172,1 cup,249
168173,1 cup,242
168174,1 cup,242
168176,1 cup,148
168177,1 cup,148
168181,1 cup,249
168191,1/4 cup,40
168201,1 cup,148
168202,1 cup,148
168216,1 cup,137
169092,1 cup,148
169097,1 cup,148
169098,1 cup,248
169099,1 cup,248
169100,1 cup,248
169101,1 cup,248
169105,1 cup,148
169106,1 cup,249
169111,1 cup,249
169112,1 cup,249
169113,1 cup,249
169114,1 cup,249
169115,1/4 cup,40
169116,1 cup,242
169118,1 cup,148
169124,1 cup,148
169125,1 cup,249
169126,1 cup,249
169127,1 cup,249
169131,1 cup,139
169908,1 cup,148
169910,1 cup,148
169911,1 cup,148
169914,1 cup,148
169916,1 cup,148
169917,1 cup,148
169918,1 cup,148
169919,1 cup,148
169920,1 cup,248
169922,1 oz,28.35
169923,1 oz,28.35
169924,1 cup,249
169925,1 cup,148
169926,1 cup,148
169928,1 cup,148
169929,1 cup,249
169930,1 cup,249
169931,1 cup,249
169932,1/4 cup,40
169933,1/4 cup,40
169934,1/4 cup,40
169935,1/4 cup,40
169941,1 cup,148
169942,1/4 cup,40
169943,1 cup,148
169944,1 cup,249
169945,1 cup,249
169946,1 cup,242
169949,1 cup,148
171688,1 cup,148
171689,1 cup,148
171690,1/4 cup,40
171691,1/4 cup,40
171692,1/4 cup,40
171693,1/4 cup,40
171694,1 cup,242
171695,1/2 cup,123
171696,1 cup,246
171697,1 apricot,35
171698,1 cup,249
171699,1 cup,249
171700,1 cup,249
