fdcId,portion,g_weight
171701,1 cup,249
171702,1/4 cup,40
171703,1 cup,242
171705,1/3 fruit,50
171706,1/3 fruit,50
171707,1/3 fruit,50
171711,1 cup,148
171715,1 cup,148
171719,1 cup,148
171721,1 cup,148
171722,1 cup,148
171726,1/4 cup,40
171727,1 cup,148
173021,1 cup,148
173022,1 cup,249
173023,1 cup,249
173024,1 cup,249
173025,1 cup,249
173033,1 cup,148
173034,1 cup,148
173035,1 cup,249
173036,1 cup,249
173037,1 cup,249
173044,1 cup,148
173045,1 cup,148
173929,1 cup,148
173930,1 cup,249
173931,1/4 cup,40
173932,1 cup,242
173936,1 cup,249
173937,1 cup,249
173938,1 cup,249
173939,1 cup,249
173940,1/4 cup,40
173941,1/4 cup,40
173942,1/4 cup,40
173943,1/4 cup,40
173944,1 cup,148
173948,1 cup,249
173950,1 cup,242
173951,1 cup,242
173953,1 cup,148
174665,1/4 cup,40
174666,1/4 cup,40
174673,1 cup,148
174674,1 cup,148
174675,1 cup,148
174676,1 cup,148
174677,1 cup,148
174682,1 cup,148
174683,1 cup,148
174684,1 cup,249
174685,1 cup,249
174686,2 tbsp,29.75
174687,1 cup,148
172478,3 oz,85.05
172479,3 oz,85.05
172480,3 oz,85.05
172481,3 oz,85.05
172482,3 oz,85.05
172483,3 oz,85.05
172484,3 oz,85.05
172485,3 oz,85.05
172486,3 oz,85.05
172487,3 oz,85.05
172488,3 oz,85.05
172489,3 oz,85.05
172490,3 oz,85.05
172491,3 oz,85.05
172492,3 oz,85.05
172493,3 oz,85.05
172494,3 oz,85.05
172495,3 oz,85.05
172496,3 oz,85.05
172497,3 oz,85.05
172498,3 oz,85.05
172499,3 oz,85.05
172500,3 oz,85.05
172501,3 oz,85.05
172502,3 oz,85.05
172503,3 oz,85.05
172504,3 oz,85.05
172505,3 oz,85.05
172506,3 oz,85.05
172507,3 oz,85.05
172508,3 oz,85.05
172509,3 oz,85.05
172510,3 oz,85.05
172511,3 oz,85.05
172512,3 oz,85.05
172513,3 oz,85.05
172514,3 oz,85.05
172515,3 oz,85.05
172516,3 oz,85.05
172517,3 oz,85.05
172521,3 oz,85.05
172522,3 oz,85.05
172525,3 oz,85.05
172526,3 oz,85.05
172527,3 oz,85.05
172528,3 oz,85.05
172529,3 oz,85.05
172530,3 oz,85.05
172531,3 oz,85.05
172532,3 oz,85.05
172533,3 oz,85.05
172534,3 oz,85.05
172535,3 oz,85.05
172538,3 oz,85.05
172539,3 oz,85.05
172544,3 oz,85.05
172545,3 oz,85.05
172546,3 oz,85.05
172547,3 oz,85.05
172548,3 oz,85.05
172549,3 oz,85.05
172550,3 oz,85.05
172551,3 oz,85.05
172552,3 oz,85.05
172553,3 oz,85.05
172554,3 oz,85.05
172555,3 oz,85.05
172556,3 oz,85.05
172557,3 oz,85.05
172558,3 oz,85.05
172559,3 oz,85.05
172560,3 oz,85.05
172561,3 oz,85.05
172562,3 oz,85.05
172563,3 oz,85.05
172564,3 oz,85.05
172565,3 oz,85.05
172566,3 oz,85.05
172567,3 oz,85.05
172568,3 oz,85.05
172569,3 oz,85.05
172570,3 oz,85.05
172571,3 oz,85.05
172572,3 oz,85.05
172573,3 oz,85.05
172574,3 oz,85.05
172575,3 oz,85.05
172576,3 oz,85.05
172577,3 oz,85.05
172578,3 oz,85.05
172579,3 oz,85.05
172580,3 oz,85.05
172581,3 oz,85.05
172582,3 oz,85.05
172583,3 oz,85.05
172584,3 oz,85.05
172585,3 oz,85.05
172586,3 oz,85.05
172587,3 oz,85.05
172588,3 oz,85.05
172589,3 oz,85.05
172590,3 oz,85.05
172591,3 oz,85.05
172592,3 oz,85.05
172593,3 oz,85.05
172594,3 oz,85.05
172595,3 oz,85.05
172596,3 oz,85.05
172597,3 oz,85.05
172598,3 oz,85.05
172599,3 oz,85.05
172600,3 oz,85.05
172601,3 oz,85.05
172602,3 oz,85.05
172603,3 oz,85.05
172604,3 oz,85.05
172605,3 oz,85.05
172606,3 oz,85.05
172607,3 oz,85.05
172609,1 tbsp,12.8
172610,3 oz,85.05
172611,3 oz,85.05
172612,3 oz,85.05
172613,1 tbsp,12.8
172614,3 oz,85.05
172615,3 oz,85.05
172616,3 oz,85.05
172617,3 oz,85.05
172618,3 oz,85.05
172619,3 oz,85.05
172620,3 oz,85.05
172622,3 oz,85.05
172623,3 oz,85.05
172624,3 oz,85.05
172625,3 oz,85.05
172626,3 oz,85.05
172627,3 oz,85.05
172628,3 oz,85.05
172629,3 oz,85.05
172630,3 oz,85.05
172631,3 oz,85.05
172632,3 oz,85.05
172633,3 oz,85.05
172634,3 oz,85.05
172635,3 oz,85.05
172636,3 oz,85.05
172637,3 oz,85.05
172638,3 oz,85.05
172639,3 oz,85.05
172640,3 oz,85.05
172641,3 oz,85.05
172642,3 oz,85.05
172643,3 oz,85.05
172644,3 oz,85.05
172645,3 oz,85.05
172646,3 oz,85.05
172647,1 tbsp,12.8
172648,3 oz,85.05
172649,3 oz,85.05
172650,3 oz,85.05
172651,3 oz,85.05
172652,3 oz,85.05
172653,3 oz,85.05
172654,3 oz,85.05
172655,3 oz,85.05
172656,1 tbsp,12.8
172657,1 tbsp,12.8
172658,3 oz,85.05
172659,3 oz,85.05
172660,3 oz,85.05
172661,3 oz,85.05
172662,3 oz,85.05
172663,3 oz,85.05
173810,3 oz,85.05
173811,3 oz,85.05
173812,3 oz,85.05
173813,3 oz,85.05
173814,3 oz,85.05
173815,3 oz,85.05
173816,3 oz,85.05
173817,3 oz,85.05
173818,3 oz,85.05
173819,3 oz,85.05
173820,3 oz,85.05
173821,3 oz,85.05
173822,3 oz,85.05
173823,3 oz,85.05
173824,3 oz,85.05
173825,3 oz,85.05
173826,3 oz,85.05
173827,3 oz,85.05
173828,3 oz,85.05
173829,3 oz,85.05
173830,3 oz,85.05
173831,3 oz,85.05
173832,3 oz,85.05
173833,3 oz,85.05
173834,3 oz,85.05
173835,3 oz,85.05
173836,3 oz,85.05
173837,3 oz,85.05
173838,3 oz,85.05
173839,3 oz,85.05
173840,3 oz,85.05
173841,3 oz,85.05
173842,3 oz,85.05
173843,3 oz,85.05
173847,3 oz,85.05
173850,3 oz,85.05
173853,3 oz,85.05
173854,3 oz,85.05
174307,3 oz,85.05
174308,3 oz,85.05
174309,3 oz,85.05
174310,3 oz,85.05
174311,3 oz,85.05
174312,3 oz,85.05
174313,3 oz,85.05
174314,3 oz,85.05
174315,3 oz,85.05
174316,3 oz,85.05
174317,3 oz,85.05
174318,3 oz,85.05
174319,3 oz,85.05
174320,3 oz,85.05
174321,3 oz,85.05
174322,3 oz,85.05
174323,3 oz,85.05
174324,3 oz,85.05
174325,3 oz,85.05
174326,3 oz,85.05
174327,3 oz,85.05
174328,3 oz,85.05
174329,3 oz,85.05
174330,3 oz,85.05
174331,3 oz,85.05
174332,3 oz,85.05
174333,3 oz,85.05
174334,3 oz,85.05
174335,3 oz,85.05
174336,3 oz,85.05
174337,3 oz,85.05
174338,3 oz,85.05
174339,3 oz,85.05
174340,3 oz,85.05
174341,3 oz,85.05
174342,3 oz,85.05
174343,3 oz,85.05
174346,3 oz,85.05
174347,3 oz,85.05
174348,3 oz,85.05
174350,3 oz,85.05
174351,3 oz,85.05
174352,3 oz,85.05
174353,3 oz,85.05
174354,3 oz,85.05
174355,3 oz,85.05
174356,3 oz,85.05
174357,3 oz,85.05
174358,3 oz,85.05
174359,3 oz,85.05
174360,3 oz,85.05
174364,3 oz,85.05
174365,3 oz,85.05
174366,3 oz,85.05
174367,3 oz,85.05
174368,3 oz,85.05
174369,3 oz,85.05
174370,3 oz,85.05
174371,3 oz,85.05
174372,3 oz,85.05
174373,3 oz,85.05
174374,3 oz,85.05
174375,3 oz,85.05
174376,3 oz,85.05
174377,3 oz,85.05
174378,3 oz,85.05
174379,3 oz,85.05
174380,3 oz,85.05
174381,3 oz,85.05
174382,3 oz,85.05
174383,3 oz,85.05
174384,3 oz,85.05
174385,3 oz,85.05
174386,3 oz,85.05
174387,3 oz,85.05
174388,3 oz,85.05
174389,3 oz,85.05
174390,3 oz,85.05
174391,3 oz,85.05
174392,3 oz,85.05
174393,3 oz,85.05
174394,3 oz,85.05
174395,3 oz,85.05
174396,3 oz,85.05
174397,3 oz,85.05
174398,3 oz,85.05
174399,3 oz,85.05
174400,3 oz,85.05
174401,3 oz,85.05
174402,3 oz,85.05
174403,3 oz,85.05
174404,3 oz,85.05
174405,3 oz,85.05
174406,3 oz,85.05
174407,3 oz,85.05
174408,3 oz,85.05
174409,3 oz,85.05
174410,3 oz,85.05
174411,3 oz,85.05
174412,3 oz,85.05
174413,3 oz,85.05
174414,3 oz,85.05
174415,3 oz,85.05
174416,3 oz,85.05
174417,3 oz,85.05
174418,3 oz,85.05
174419,3 oz,85.05
174420,3 oz,85.05
174421,3 oz,85.05
174422,3 oz,85.05
174423,3 oz,85.05
174424,3 oz,85.05
174425,3 oz,85.05
174426,3 oz,85.05
174427,3 oz,85.05
174428,3 oz,85.05
174429,3 oz,85.05
174430,3 oz,85.05
174431,3 oz,85.05
174432,3 oz,85.05
174433,3 oz,85.05
174434,1 tbsp,12.8
174435,1 tbsp,12.8
174436,3 oz,85.05
174437,3 oz,85.05
174438,3 oz,85.05
174439,3 oz,85.05
174440,3 oz,85.05
174441,3 oz,85.05
174442,3 oz,85.05
174443,3 oz,85.05
174444,3 oz,85.05
174445,3 oz,85.05
174446,3 oz,85.05
174447,3 oz,85.05
174448,3 oz,85.05
174449,3 oz,85.05
174450,3 oz,85.05
174451,3 oz,85.05
174452,3 oz,85.05
174453,3 oz,85.05
174454,3 oz,85.05
174455,3 oz,85.05
174456,3 oz,85.05
174457,3 oz,85.05
174458,3 oz,85.05
174459,3 oz,85.05
174460,3 oz,85.05
174461,3 oz,85.05
174462,3 oz,85.05
174463,3 oz,85.05
174464,3 oz,85.05
174874,3 oz,85.05
174875,3 oz,85.05
174876,3 oz,85.05
174877,3 oz,85.05
174878,3 oz,85.05
174879,3 oz,85.05
174880,3 oz,85.05
174881,3 oz,85.05
174882,3 oz,85.05
174883,3 oz,85.05
174884,3 oz,85.05
174885,3 oz,85.05
174886,3 oz,85.05
174887,3 oz,85.05
174888,3 oz,85.05
174889,3 oz,85.05
174890,3 oz,85.05
174891,3 oz,85.05
174892,3 oz,85.05
174893,3 oz,85.05
174894,3 oz,85.05
174895,3 oz,85.05
174896,3 oz,85.05
174897,3 oz,85.05
174898,3 oz,85.05
175086,3 oz,85.05
175087,3 oz,85.05
175259,3 oz,85.05
175260,3 oz,85.05
175261,3 oz,85.05
175262,3 oz,85.05
175263,3 oz,85.05
175264,3 oz,85.05
175265,3 oz,85.05
175266,3 oz,85.05
175267,3 oz,85.05
175268,3 oz,85.05
175269,3 oz,85.05
175270,3 oz,85.05
175271,3 oz,85.05
175272,3 oz,85.05
175273,3 oz,85.05
175274,3 oz,85.05
175275,3 oz,85.05
175276,3 oz,85.05
175277,3 oz,85.05
175278,3 oz,85.05
175279,3 oz,85.05
175280,3 oz,85.05
175281,3 oz,85.05
175282,3 oz,85.05
175283,3 oz,85.05
175284,3 oz,85.05
175285,3 oz,85.05
175286,3 oz,85.05
175287,3 oz,85.05
175288,3 oz,85.05
175289,3 oz,85.05
175290,3 oz,85.05
175291,3 oz,85.05
175293,3 oz,85.05
175297,3 oz,85.05
175298,3 oz,85.05
175299,3 oz,85.05
175300,3 oz,85.05
175301,3 oz,85.05
175302,3 oz,85.05
175303,3 oz,85.05
175304,3 oz,85.05
168106,3 oz,85.05
172420,3 oz,85.05
172421,3 oz,85.05
172422,3 oz,85.05
172423,1 cup,180
172424,3 oz,85.05
172427,3 oz,85.05
172428,3 oz,85.05
172429,3 oz,85.05
172430,3 oz,85.05
172431,3 oz,85.05
172432,3 oz,85.05
172433,3 oz,85.05
172434,3 oz,85.05
172435,1 cup,60
172436,3 oz,85.05
172437,3 oz,85.05
172438,3 oz,85.05
172439,3 oz,85.05
172440,1 cup,172
172441,1 cup,93
172442,3 oz,85.05
172443,3 oz,85.05
172445,1 cup,122
172446,3 oz,85.05
172447,1 oz,28.35
172448,3 oz,85.05
172449,3 oz,85.05
172450,1 piece,17
172451,3 oz,85.05
172452,3 oz,85.05
172453,3 oz,85.05
172454,3 oz,85.05
172455,3 oz,85.05
172456,3 oz,85.05
172461,3 oz,85.05
172462,3 oz,85.05
172463,3 oz,85.05
172464,3 oz,85.05
172466,3 oz,85.05
172469,3 oz,85.05
172470,3 oz,85.05
172472,3 oz,85.05
172473,3 oz,85.05
172475,3 oz,85.05
172476,3 oz,85.05
172477,3 oz,85.05
173727,3 oz,85.05
173728,3 oz,85.05
173729,3 oz,85.05
173730,3 oz,85.05
173731,3 oz,85.05
173732,3 oz,85.05
173733,3 oz,85.05
173734,3 oz,85.05
173735,3 oz,85.05
173736,3 oz,85.05
173737,3 oz,85.05
173738,3 oz,85.05
173739,3 oz,85.05
173740,3 oz,85.05
173741,3 oz,85.05
173742,3 oz,85.05
173743,3 oz,85.05
173744,3 oz,85.05
173745,3 oz,85.05
173746,3 oz,85.05
173747,3 oz,85.05
173748,3 oz,85.05
173749,3 oz,85.05
173750,3 oz,85.05
173751,3 oz,85.05
173752,3 oz,85.05
173753,3 oz,85.05
173754,3 oz,85.05
173755,3 oz,85.05
173756,3 oz,85.05
173757,3 oz,85.05
173758,3 oz,85.05
173759,3 oz,85.05
173760,3 oz,85.05
173761,3 oz,85.05
173789,3 oz,85.05
173790,3 oz,85.05
173791,3 oz,85.05
173792,3 oz,85.05
173793,3 oz,85.05
173794,3 oz,85.05
173795,3 oz,85.05
173796,3 oz,85.05
173797,3 oz,85.05
173798,3 oz,85.05
173799,3 oz,85.05
173800,3 oz,85.05
173801,3 oz,85.05
173802,3 oz,85.05
173803,3 oz,85.05
173804,3 oz,85.05
173806,3 oz,85.05
173807,3 oz,85.05
173808,3 oz,85.05
173809,3 oz,85.05
174252,3 oz,85.05
174253,3 oz,85.05
174254,3 oz,85.05
174255,3 oz,85.05
174256,3 oz,85.05
174257,3 oz,85.05
174258,3 oz,85.05
174259,3 oz,85.05
174260,3 oz,85.05
174261,3 oz,85.05
174262,3 oz,85.05
174263,3 oz,85.05
174264,3 oz,85.05
174265,3 oz,85.05
174266,3 oz,85.05
174267,1 cup,60
174268,1 cup,88
174269,3 oz,85.05
174270,1 cup,186
174271,3 oz,85.05
174272,3 oz,85.05
174273,"1 cup, stirred",84
174274,"1 cup, stirred",85
174275,1 cup,105
174276,1 oz,28.35
174277,3 oz,85.05
174278,3 oz,85.05
174280,3 oz,85.05
174281,3 oz,85.05
174282,3 oz,85.05
174283,3 oz,85.05
174284,3 oz,85.05
174285,3 oz,85.05
174286,3 oz,85.05
174287,3 oz,85.05
174290,3 oz,85.05
174291,3 oz,85.05
174292,3 oz,85.05
174293,3 oz,85.05
174294,3 oz,85.05
174295,3 oz,85.05
174298,3 oz,85.05
174299,3 oz,85.05
174300,1 cup,172
174301,1 oz,28.35
174302,1 oz,28.35
174303,1 piece,17
174304,1 piece,13
174305,1 block,11
174306,3 oz,85.05
175182,3 oz,85.05
175183,3 oz,85.05
175184,3 oz,85.05
175185,3 oz,85.05
175186,3 oz,85.05
175187,3 oz,85.05
175188,3 oz,85.05
175189,3 oz,85.05
175190,3 oz,85.05
175191,3 oz,85.05
175192,3 oz,85.05
175193,3 oz,85.05
175194,3 oz,85.05
175195,3 oz,85.05
175196,3 oz,85.05
175197,3 oz,85.05
175198,3 oz,85.05
175199,3 oz,85.05
175200,3 oz,85.05
175201,3 oz,85.05
175202,3 oz,85.05
175203,3 oz,85.05
175204,3 oz,85.05
175205,3 oz,85.05
175206,3 oz,85.05
175207,3 oz,85.05
175208,3 oz,85.05
175209,3 oz,85.05
175210,3 oz,85.05
175211,3 oz,85.05
175237,3 oz,85.05
175238,3 oz,85.05
175239,3 oz,85.05
175240,3 oz,85.05
175241,3 oz,85.05
175242,3 oz,85.05
175243,3 oz,85.05
175244,3 oz,85.05
175245,3 oz,85.05
175246,3 oz,85.05
175247,3 oz,85.05
175248,3 oz,85.05
175249,3 oz,85.05
175250,3 oz,85.05
175251,3 oz,85.05
175252,3 oz,85.05
175253,3 oz,85.05
175254,3 oz,85.05
175255,3 oz,85.05
175256,3 oz,85.05
175257,3 oz,85.05
175258,3 oz,85.05
168949,0.33 cup,61
168951,0.33 cup,68
169769,1 serving (3.5 oz),25
169771,1 piece,42
169772,1 piece,42
169780,1 piece,127
172089,1 oz,28.35
172090,1 oz,28.35
172093,"1 pie, cooked (average weight)",268
172099,1 cup,246
172103,1 roll,85
172104,1 roll,80
172105,1 roll,68
172106,1 cup,226
172108,1 hot pocket,127
172109,1 pocket,128
172113,1 cup,159
172114,1 piece,123
173327,1 hot pocket,127
173329,1 cup,262
173330,1 cup,196
173331,1 pie,302
173332,1 cup,236
173333,1 cup,225
173334,1 piece,134
173338,1 oz,28.35
173339,1 bowl,340
173340,1 serving (makes about 1 cup prepared),70
173341,1 cup,198
173345,1 corndog,78
173346,1 piece,21
168585,3 oz,85.05
168586,3 oz,85.05
168587,3 oz,85.05
168588,3 oz,85.05
168589,3 oz,85.05
168590,3 oz,85.05
168591,3 oz,85.05
168592,3 oz,85.05
168593,3 oz,85.05
168594,3 oz,85.05
168595,3 oz,85.05
168596,3 oz,85.05
168597,3 oz,85.05
168599,3 oz,85.05
168600,3 oz,85.05
168601,3 oz,85.05
168602,3 oz,85.05
168603,3 oz,85.05
169406,3 oz,85.05
169407,3 oz,85.05
169408,3 oz,85.05
169409,3 oz,85.05
169410,3 oz,85.05
169411,3 oz,85.05
169412,3 oz,85.05
169413,3 oz,85.05
169414,3 oz,85.05
169415,3 oz,85.05
169416,3 oz,85.05
169417,3 oz,85.05
169418,3 oz,85.05
169419,3 oz,85.05
169421,3 oz,85.05
169422,3 oz,85.05
169423,3 oz,85.05
169424,3 oz,85.05
169425,3 oz,85.05
169426,3 oz,85.05
169427,3 oz,85.05
169428,3 oz,85.05
170144,3 oz,85.05
170145,3 oz,85.05
170146,1 oz,28.35
170147,1 oz,28.35
170148,3 oz,85.05
170149,3 oz,85.05
170150,3 oz,85.05
170151,3 oz,85.05
170152,3 oz,85.05
170153,1 oz,28.35
170154,3 oz,85.05
170155,3 oz,85.05
170156,1 oz,28.35
170157,3 oz,85.05
170158,3 oz,85.05
170159,3 oz,85.05
170161,3 oz,85.05
170162,3 oz,85.05
170163,3 oz,85.05
170164,3 oz,85.05
170165,3 oz,85.05
170166,3 oz,85.05
170167,3 oz,85.05
170168,3 oz,85.05
170169,3 oz,85.05
170170,3 oz,85.05
170171,3 oz,85.05
170172,3 oz,85.05
170173,3 oz,85.05
170174,3 oz,85.05
170175,3 oz,85.05
170176,3 oz,85.05
170177,3 oz,85.05
170178,3 oz,85.05
170179,3 oz,85.05
170180,3 oz,85.05
170182,3 oz,85.05
170183,3 oz,85.05
170184,3 oz,85.05
170185,3 oz,85.05
170186,3 oz,85.05
170187,3 oz,85.05
170188,3 oz,85.05
170189,3 oz,85.05
170190,3 oz,85.05
170191,3 oz,85.05
170192,3 oz,85.05
170552,3 oz,85.05
170553,3 oz,85.05
170554,3 oz,85.05
170555,1 oz,28.35
170556,3 oz,85.05
170557,3 oz,85.05
170558,3 oz,85.05
170559,3 oz,85.05
170560,1 oz,28.35
170561,3 oz,85.05
170562,3 oz,85.05
170563,3 oz,85.05
170564,3 oz,85.05
170565,3 oz,85.05
170566,3 oz,85.05
170567,3 oz,85.05
170568,3 oz,85.05
170569,3 oz,85.05
170570,3 oz,85.05
170571,3 oz,85.05
170572,3 oz,85.05
170573,3 oz,85.05
170574,3 oz,85.05
170575,3 oz,85.05
170576,3 oz,85.05
170577,3 oz,85.05
170578,3 oz,85.05
170579,3 oz,85.05
170580,3 oz,85.05
170581,3 oz,85.05
170582,3 oz,85.05
170583,3 oz,85.05
170584,3 oz,85.05
170585,3 oz,85.05
170587,3 oz,85.05
170588,3 oz,85.05
170589,3 oz,85.05
170590,3 oz,85.05
170591,3 oz,85.05
170592,3 oz,85.05
170595,3 oz,85.05
170596,3 oz,85.05
167712,3 oz,85.05
167810,3 oz,85.05
167811,1 tbsp,12.8
167813,1 tbsp,12.8
167814,3 oz,85.05
167815,3 oz,85.05
167816,3 oz,85.05
167817,3 oz,85.05
167818,3 oz,85.05
167819,3 oz,85.05
167820,3 oz,85.05
167821,3 oz,85.05
167822,3 oz,85.05
167823,3 oz,85.05
167824,3 oz,85.05
167825,3 oz,85.05
167826,3 oz,85.05
167827,3 oz,85.05
167828,3 oz,85.05
167829,3 oz,85.05
167830,3 oz,85.05
167831,3 oz,85.05
167832,3 oz,85.05
167833,3 oz,85.05
167834,3 oz,85.05
167835,3 oz,85.05
167836,3 oz,85.05
167837,3 oz,85.05
167838,3 oz,85.05
167839,3 oz,85.05
167840,3 oz,85.05
167841,3 oz,85.05
167842,3 oz,85.05
167843,3 oz,85.05
167844,3 oz,85.05
167845,3 oz,85.05
167846,3 oz,85.05
167847,3 oz,85.05
167848,3 oz,85.05
167849,3 oz,85.05
167850,3 oz,85.05
167851,3 oz,85.05
167852,3 oz,85.05
167853,3 oz,85.05
167854,3 oz,85.05
167855,3 oz,85.05
167857,3 oz,85.05
167858,3 oz,85.05
167860,3 oz,85.05
167861,1 oz,28.35
167862,3 oz,85.05
167863,3 oz,85.05
167864,3 oz,85.05
167865,3 oz,85.05
167866,3 oz,85.05
167868,3 oz,85.05
167869,3 oz,85.05
167870,3 oz,85.05
167871,3 oz,85.05
167872,3 oz,85.05
167873,3 oz,85.05
167874,3 oz,85.05
167875,3 oz,85.05
167876,3 oz,85.05
167877,1 tbsp,12.8
167878,1 tbsp,12.8
167879,3 oz,85.05
167880,3 oz,85.05
167881,3 oz,85.05
167882,3 oz,85.05
167883,3 oz,85.05
167884,3 oz,85.05
167885,3 oz,85.05
167886,3 oz,85.05
167887,3 oz,85.05
167888,3 oz,85.05
167889,3 oz,85.05
167890,3 oz,85.05
167891,3 oz,85.05
167892,3 oz,85.05
167893,3 oz,85.05
167894,3 oz,85.05
167895,3 oz,85.05
167896,3 oz,85.05
167897,3 oz,85.05
167898,3 oz,85.05
167899,3 oz,85.05
167900,3 oz,85.05
167901,3 oz,85.05
167902,3 oz,85.05
167903,3 oz,85.05
167904,3 oz,85.05
167905,3 oz,85.05
167906,3 oz,85.05
167907,3 oz,85.05
167908,3 oz,85.05
167912,3 oz,85.05
167913,3 oz,85.05
167914,3 oz,85.05
167915,3 oz,85.05
167916,3 oz,85.05
167917,3 oz,85.05
167918,3 oz,85.05
167919,3 oz,85.05
167920,3 oz,85.05
168218,3 oz,85.05
168219,3 oz,85.05
168220,3 oz,85.05
168221,1 tbsp,12.8
168222,3 oz,85.05
168223,3 oz,85.05
168224,3 oz,85.05
168225,3 oz,85.05
168226,3 oz,85.05
168227,3 oz,85.05
168228,3 oz,85.05
168229,3 oz,85.05
168230,3 oz,85.05
168231,3 oz,85.05
168232,3 oz,85.05
168233,3 oz,85.05
168234,3 oz,85.05
168235,3 oz,85.05
168236,3 oz,85.05
168237,3 oz,85.05
168238,3 oz,85.05
168239,3 oz,85.05
168240,3 oz,85.05
168241,3 oz,85.05
168242,3 oz,85.05
168243,3 oz,85.05
168244,3 oz,85.05
168245,3 oz,85.05
168246,3 oz,85.05
168247,3 oz,85.05
168248,3 oz,85.05
168249,3 oz,85.05
168250,3 oz,85.05
168251,3 oz,85.05
168252,3 oz,85.05
168253,3 oz,85.05
168254,3 oz,85.05
168255,3 oz,85.05
168256,3 oz,85.05
168257,3 oz,85.05
168258,3 oz,85.05
168259,3 oz,85.05
168260,3 oz,85.05
168261,3 oz,85.05
168262,3 oz,85.05
168263,3 oz,85.05
168264,3 oz,85.05
168265,3 oz,85.05
168267,3 oz,85.05
168268,3 oz,85.05
168269,1 oz,28.35
168270,3 oz,85.05
168271,3 oz,85.05
168272,3 oz,85.05
168273,3 oz,85.05
168274,3 oz,85.05
168275,3 oz,85.05
168276,3 oz,85.05
168278,3 oz,85.05
168279,3 oz,85.05
168280,3 oz,85.05
168281,3 oz,85.05
168282,3 oz,85.05
168283,3 oz,85.05
168284,3 oz,85.05
168285,3 oz,85.05
168286,3 oz,85.05
168287,4 oz,113
168288,3 oz,85.05
168289,3 oz,85.05
168291,3 oz,85.05
168292,3 oz,85.05
168293,3 oz,85.05
168294,3 oz,85.05
168295,3 oz,85.05
168296,3 oz,85.05
168297,3 oz,85.05
168298,3 oz,85.05
168299,3 oz,85.05
168300,3 oz,85.05
168301,3 oz,85.05
168302,3 oz,85.05
168303,3 oz,85.05
168304,3 oz,85.05
168305,3 oz,85.05
168306,3 oz,85.05
168307,3 oz,85.05
168308,3 oz,85.05
168309,3 oz,85.05
168310,3 oz,85.05
168311,3 oz,85.05
168312,3 oz,85.05
168313,3 oz,85.05
168314,3 oz,85.05
168315,3 oz,85.05
168316,3 oz,85.05
168321,3 oz,85.05
168322,3 oz,85.05
168325,3 oz,85.05
168326,3 oz,85.05
168327,3 oz,85.05
168328,3 oz,85.05
168329,3 oz,85.05
168330,3 oz,85.05
168331,3 oz,85.05
168332,3 oz,85.05
168333,3 oz,85.05
168334,3 oz,85.05
168335,3 oz,85.05
168336,3 oz,85.05
168337,3 oz,85.05
168338,3 oz,85.05
168339,3 oz,85.05
168340,3 oz,85.05
168341,3 oz,85.05
168342,3 oz,85.05
168343,3 oz,85.05
168344,3 oz,85.05
168345,3 oz,85.05
168346,3 oz,85.05
168347,3 oz,85.05
168348,3 oz,85.05
168349,3 oz,85.05
168350,3 oz,85.05
168351,3 oz,85.05
168352,3 oz,85.05
168353,3 oz,85.05
168354,3 oz,85.05
168355,3 oz,85.05
168356,3 oz,85.05
168357,3 oz,85.05
168358,3 oz,85.05
168359,3 oz,85.05
168360,3 oz,85.05
168361,3 oz,85.05
168362,3 oz,85.05
168363,3 oz,85.05
168364,3 oz,85.05
168365,3 oz,85.05
168366,3 oz,85.05
168367,3 oz,85.05
168368,3 oz,85.05
168369,3 oz,85.05
168370,3 oz,85.05
168371,3 oz,85.05
168372,3 oz,85.05
168373,3 oz,85.05
168374,3 oz,85.05
168375,3 oz,85.05
168376,3 oz,85.05
168377,3 oz,85.05
168378,3 oz,85.05
168379,3 oz,85.05
168380,3 oz,85.05
168381,3 oz,85.05
168382,3 oz,85.05
168383,3 oz,85.05
169082,3 oz,85.05
169148,3 oz,85.05
169149,3 oz,85.05
169150,3 oz,85.05
169151,3 oz,85.05
169152,3 oz,85.05
169153,3 oz,85.05
169154,3 oz,85.05
169155,3 oz,85.05
169156,3 oz,85.05
169157,3 oz,85.05
169158,3 oz,85.05
169159,3 oz,85.05
169160,3 oz,85.05
169161,3 oz,85.05
169162,3 oz,85.05
169163,3 oz,85.05
169164,3 oz,85.05
169165,3 oz,85.05
169166,3 oz,85.05
169167,3 oz,85.05
169168,3 oz,85.05
169169,3 oz,85.05
169170,3 oz,85.05
169171,3 oz,85.05
169172,3 oz,85.05
169173,3 oz,85.05
169174,3 oz,85.05
169175,3 oz,85.05
169176,3 oz,85.05
169177,3 oz,85.05
169178,3 oz,85.05
169179,4 oz,113
169180,3 oz,85.05
169181,3 oz,85.05
169182,3 oz,85.05
169183,3 oz,85.05
169184,3 oz,85.05
169185,3 oz,85.05
169186,3 oz,85.05
169187,3 oz,85.05
169188,3 oz,85.05
169189,3 oz,85.05
169190,3 oz,85.05
169191,3 oz,85.05
169192,3 oz,85.05
169193,3 oz,85.05
169194,3 oz,85.05
169195,3 oz,85.05
169196,3 oz,85.05
169197,3 oz,85.05
169198,3 oz,85.05
169199,3 oz,85.05
169200,3 oz,85.05
169201,3 oz,85.05
171047,3 oz,85.05
171048,3 oz,85.05
171049,3 oz,85.05
171050,3 oz,85.05
171051,3 oz,85.05
